validation_set_corpus_pct,topics_range,alpha,eta,minimum_probability,bigram_min_count,coherence
1.0,14,asymmetric,auto,0.1,3,0.2510616263617544
1.0,14,asymmetric,,0.001,3,0.2458412267954592
1.0,14,asymmetric,,0.01,3,0.2454111811154442
1.0,14,asymmetric,,0.1,3,0.24835453921144526
0.75,8,symmetric,symmetric,0.001,5,0.237232924140172
0.75,8,symmetric,symmetric,0.01,5,0.2392859101561387
0.75,8,symmetric,symmetric,0.1,5,0.2402168936440246
0.75,8,symmetric,auto,0.001,5,0.23897095101433855
0.75,8,symmetric,auto,0.01,5,0.2402735372411699
0.75,8,symmetric,auto,0.1,5,0.24017888167462276
0.75,8,symmetric,,0.001,5,0.23931052744862605
0.75,8,symmetric,,0.01,5,0.240409513219365
0.75,8,symmetric,,0.1,5,0.23988408551171816
0.75,8,asymmetric,symmetric,0.001,5,0.23654593725632087
0.75,8,asymmetric,symmetric,0.01,5,0.23784416430163052
0.75,8,asymmetric,symmetric,0.1,5,0.2377517060099309
0.75,8,asymmetric,auto,0.001,5,0.23600281459902864
0.75,8,asymmetric,auto,0.01,5,0.23598767174185267
0.75,8,asymmetric,auto,0.1,5,0.23752937065155733
0.75,8,asymmetric,,0.001,5,0.2358507178120659
0.75,8,asymmetric,,0.01,5,0.23558874631163157
0.75,8,asymmetric,,0.1,5,0.23809845341411612
0.75,10,symmetric,symmetric,0.001,5,0.23902115008619268
0.75,10,symmetric,symmetric,0.01,5,0.23979558687707986
0.75,10,symmetric,symmetric,0.1,5,0.237641401859572
0.75,10,symmetric,auto,0.001,5,0.23841289262497628
0.75,10,symmetric,auto,0.01,5,0.23959251732980874
0.75,10,symmetric,auto,0.1,5,0.24226241480642008
0.75,10,symmetric,,0.001,5,0.23870615602818637
0.75,10,symmetric,,0.01,5,0.23996850238147632
0.75,10,symmetric,,0.1,5,0.23871309626279222
0.75,10,asymmetric,symmetric,0.001,5,0.2387625805972653
0.75,10,asymmetric,symmetric,0.01,5,0.23844709096254654
0.75,10,asymmetric,symmetric,0.1,5,0.23733765766293152
0.75,10,asymmetric,auto,0.001,5,0.2398709199358186
0.75,10,asymmetric,auto,0.01,5,0.23954861555617035
0.75,10,asymmetric,auto,0.1,5,0.2387166022161312
0.75,10,asymmetric,,0.001,5,0.23875108442354492
0.75,10,asymmetric,,0.01,5,0.23917547580548487
0.75,10,asymmetric,,0.1,5,0.2391665832923727
0.75,12,symmetric,symmetric,0.001,5,0.23676609246910874
0.75,12,symmetric,symmetric,0.01,5,0.23614594786813617
0.75,12,symmetric,symmetric,0.1,5,0.2360815036523943
0.75,12,symmetric,auto,0.001,5,0.23710233884443607
0.75,12,symmetric,auto,0.01,5,0.23675037384281664
0.75,12,symmetric,auto,0.1,5,0.23701836011634084
0.75,12,symmetric,,0.001,5,0.23603618028062842
0.75,12,symmetric,,0.01,5,0.23715841665980833
0.75,12,symmetric,,0.1,5,0.236114559912555
0.75,12,asymmetric,symmetric,0.001,5,0.23832929166537867
0.75,12,asymmetric,symmetric,0.01,5,0.23691620249526202
0.75,12,asymmetric,symmetric,0.1,5,0.23840055472816127
0.75,12,asymmetric,auto,0.001,5,0.23719799592541857
0.75,12,asymmetric,auto,0.01,5,0.23746257238124083
0.75,12,asymmetric,auto,0.1,5,0.23669130701316168
0.75,12,asymmetric,,0.001,5,0.23943948677727814
0.75,12,asymmetric,,0.01,5,0.23938863356709406
